objectid,title,description,creator,date,location,lcsh_loc,coverage,region,relation,digital_collection,holding_institution,source,findingaid,notes,original_file_number,identifier,rights,rightsstatement,original_format,type,language,format,filename,display_template,object_location,image_small,image_thumb
shattuck57,Trench gang [2],"The glass slide reads: 'Trench gang, Firefighters at dinner.'","Shattuck, C. H.",1910,Lolo National Forest (Mont.);Lolo Hot Springs;Montana;Missoula County,Lolo National Forest (Mont.),United States--Montana--Missoula County,Lolo Hot Springs,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 64; 22-16",105-01-64,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck57.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck57.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck57_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck57_th.jpg
shattuck58,Lolo Hot Spring (Montana),"The glass slide reads: 'View into a burning forest, Lolo Hot Springs.'","Shattuck, C. H.",1910,Lolo National Forest (Mont.);Lolo Hot Springs;Montana;Missoula County,Lolo National Forest (Mont.),United States--Montana--Missoula County,Lolo Hot Springs,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 65; 22-17",105-01-65,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck58.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck58.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck58_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck58_th.jpg
shattuck59,Fire near Powell (Idaho),"The glass slide reads: 'Fire near Powell, Fires, 1910.'","Shattuck, C. H.",1910,Rocky Point;Idaho;Idaho County,,United States--Idaho--Idaho County,Rocky Point,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 66; 22-18",105-01-66,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck59.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck59.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck59_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck59_th.jpg
shattuck60,Camp at Powell (Idaho),"The glass slide reads: 'Camp at Powell, Idaho, Fires, 1910.'","Shattuck, C. H.",1910,Rocky Point;Idaho;Idaho County,,United States--Idaho--Idaho County,Rocky Point,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 67; 22-19",105-01-67,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck60.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck60.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck60_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck60_th.jpg
shattuck61,Spruce,"The glass slide reads: 'Spruce, 50,000 ft, per acre, Alene Creek.'","Shattuck, C. H.",1904,,,United States,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 40; 20-37",105-01-40,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck61.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck61.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck61_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck61_th.jpg
shattuck62,Mature Spruce,"The glass slide reads: 'Mature Spruce, White Sand Creek, Idaho.'","Shattuck, C. H.",1904,Nezperce National Forest (Idaho);Kelly Mountain;Idaho;Idaho County,Nezperce National Forest (Idaho),United States--Idaho--Idaho County,Kelly Mountain,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 41; 20-39",105-01-41,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck62.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck62.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck62_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck62_th.jpg
shattuck63,Columbian Spruce,"The glass slide reads: 'Columbian Spruce, Powell, Idaho.'","Shattuck, C. H.",1904,Bitterroot National Forest (Mont. and Idaho);Rocky Point;Idaho;Idaho County,Bitterroot National Forest (Mont. and Idaho);,United States--Idaho--Idaho County,Rocky Point,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 42; 20-40",105-01-42,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck63.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck63.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck63_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck63_th.jpg
shattuck64,Fire map,"The glass slide reads: 'Firefighters' map showing contours, Idaho Mts.'","Shattuck, C. H.",1904,Idaho,,United States--Idaho,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 73; xx",105-01-73,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck64.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck64.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck64_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck64_th.jpg
shattuck65,Forest fire,The glass slide reads: 'Forest fire (from painting).',"Shattuck, C. H.",1910,Idaho,,United States--Idaho,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 74; 22-25",105-01-74,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck65.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck65.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck65_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck65_th.jpg
shattuck66,Volcanic bomb [2],The glass slide reads: 'Volcanic bomb 13 ft. long.',"Shattuck, C. H.",1904,Snake River Plain (Idaho and Or.);Craters of the Moon National Monument (Idaho);Craters of the Moon National Preserve (Idaho);Inferno Cone;Idaho;Butte County,Snake River Plain (Idaho and Or.); Craters of the Moon National Monument (Idaho); Craters of the Moon National Preserve (Idaho);,United States--Idaho--Butte County,Inferno Cone,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 10; 17-35",0105-01-10,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck66.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck66.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck66_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck66_th.jpg
shattuck67,"Avery (Idaho), Fire 1910","The glass slide reads: 'Results of the fires in 1910 Avery, Idaho.'","Shattuck, C. H.",1910,Saint Joe National Forest (Idaho);Avery;Idaho;Shoshone County,Saint Joe National Forest (Idaho),United States--Idaho--Shoshone County,Avery,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 75; 22-26",105-01-75,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck67.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck67.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck67_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck67_th.jpg
shattuck68,Camp in Alpine Meadow,"The glass slide reads: 'Alpine Meadow and Alpine Fir, Hoodo Lake.'","Shattuck, C. H.",1904,Lolo National Forest (Mont.);Hoodoo Pass;Montana;Mineral County,Lolo National Forest (Mont.),United States--Montana--Mineral County,Hoodoo Pass,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 76; 22-30",105-01-76,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck68.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck68.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck68_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck68_th.jpg
shattuck69,Regeneration of Lodge Poles,The glass slide reads: 'Regeneration of Lodge Poles on old burn of White Bark Pine.',"Shattuck, C. H.",1910,Idaho,,United States--Idaho,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 77; 22-31",105-01-77,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck69.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck69.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck69_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck69_th.jpg
shattuck70,Firefighters and pack train,"The glass slide reads: 'Firefighters at Avery, Ida. All these men lost their lives.' A caption is also also superimposed on the image. It reads: 'Pack train ready to take trail.'","Shattuck, C. H.",1910,Saint Joe National Forest (Idaho);Avery;Idaho;Shoshone County,Saint Joe National Forest (Idaho),United States--Idaho--Shoshone County,Avery,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 68; 22-20",105-01-68,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck70.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck70.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck70_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck70_th.jpg
shattuck71,Regeneration of Lodgepole Pine,The glass slide reads: 'Regeneration of Lodge Pole Pine at Hoodo Lake.',"Shattuck, C. H.",1904,Lolo National Forest (Mont.);Hoodoo Pass;Montana;Mineral County,Lolo National Forest (Mont.),United States--Montana--Mineral County,Hoodoo Pass,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 78; 22-35",105-01-78,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck71.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck71.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck71_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck71_th.jpg
shattuck72,Ranger Fenn,"The glass slide reads: 'Determining age of fire scars, Ranger Fenn.'","Shattuck, C. H.",1910,Idaho,,United States--Idaho,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 79; 22-36",105-01-79,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck72.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck72.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck72_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck72_th.jpg
shattuck73,Rafting logs,"The glass slide reads: 'Rafting logs on the St. Joe River, Ida.'","Shattuck, C. H.",1904,Idaho,,United States--Idaho,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 80",105-01-80,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck73.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck73.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck73_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck73_th.jpg
